date,workout_name,workout_type,notes,exercise_name,set_number,reps,weight_kg,rpe
2024-06-23,Push A,push,,Développé incliné haltères,1,10,28,7
2024-06-23,Push A,push,,Développé incliné haltères,2,10,28,8
2024-06-23,Push A,push,,Développé incliné haltères,3,8,28,8.5
2024-06-23,Push A,push,,Dips,1,10,25,7
2024-06-23,Push A,push,,Dips,2,8,25,8
2024-06-23,Push A,push,,Dips,3,8,25,8.5
2024-06-23,Push A,push,,Extension triceps poulie,1,12,37,6
2024-06-23,Push A,push,,Extension triceps poulie,2,12,37,7
2024-06-23,Push A,push,,Extension triceps poulie,3,10,37,8
2024-06-25,Pull A,pull,,Tractions pronation,1,8,15,7.5
2024-06-25,Pull A,pull,,Tractions pronation,2,7,15,8
2024-06-25,Pull A,pull,,Tractions pronation,3,6,15,8.5
2024-06-25,Pull A,pull,,Rowing barre,1,8,75,7
2024-06-25,Pull A,pull,,Rowing barre,2,8,75,8
2024-06-25,Pull A,pull,,Rowing barre,3,6,75,8.5
2024-06-25,Pull A,pull,,Tirage vertical,1,10,70,7
2024-06-25,Pull A,pull,,Tirage vertical,2,10,70,8
2024-06-25,Pull A,pull,,Tirage vertical,3,8,70,8
2024-06-25,Pull A,pull,,Curl barre,1,10,36,7
2024-06-25,Pull A,pull,,Curl barre,2,10,36,8
2024-06-25,Pull A,pull,,Curl barre,3,8,36,8.5
2024-06-27,Legs A,legs,,Squat barre,1,6,105,7.5
2024-06-27,Legs A,legs,,Squat barre,2,6,105,8
2024-06-27,Legs A,legs,,Squat barre,3,5,105,8.5
2024-06-27,Legs A,legs,,Presse à cuisses,1,10,150,7
2024-06-27,Legs A,legs,,Presse à cuisses,2,10,150,8
2024-06-27,Legs A,legs,,Presse à cuisses,3,8,150,8.5
2024-06-27,Legs A,legs,,Leg curl,1,12,55,7
2024-06-27,Legs A,legs,,Leg curl,2,10,55,8
2024-06-27,Legs A,legs,,Leg curl,3,10,55,8.5
2024-06-27,Legs A,legs,,Hip thrust,1,10,110,7
2024-06-27,Legs A,legs,,Hip thrust,2,10,110,8
2024-06-27,Legs A,legs,,Hip thrust,3,8,110,8
2024-06-30,Push B,push,,Développé militaire,1,8,70,7
2024-06-30,Push B,push,,Développé militaire,2,8,70,8
2024-06-30,Push B,push,,Développé militaire,3,6,70,8.5
2024-06-30,Push B,push,,Développé couché haltères,1,10,30,7
2024-06-30,Push B,push,,Développé couché haltères,2,10,30,8
2024-06-30,Push B,push,,Développé couché haltères,3,8,30,8.5
2024-06-30,Push B,push,,Arnold press,1,10,24,7
2024-06-30,Push B,push,,Arnold press,2,10,24,8
2024-06-30,Push B,push,,Arnold press,3,8,24,8
2024-06-30,Push B,push,,Écarté haltères,1,12,20,6
2024-06-30,Push B,push,,Écarté haltères,2,12,20,7
2024-06-30,Push B,push,,Écarté haltères,3,10,20,8
2024-07-02,Pull B,pull,,Soulevé de terre,1,5,140,7.5
2024-07-02,Pull B,pull,,Soulevé de terre,2,5,140,8
2024-07-02,Pull B,pull,,Soulevé de terre,3,4,140,8.5
2024-07-02,Pull B,pull,,Rowing haltère,1,10,38,7
2024-07-02,Pull B,pull,,Rowing haltère,2,10,38,8
2024-07-02,Pull B,pull,,Rowing haltère,3,8,38,8.5
2024-07-02,Pull B,pull,,Tirage horizontal poulie,1,10,65,7
2024-07-02,Pull B,pull,,Tirage horizontal poulie,2,10,65,8
2024-07-02,Pull B,pull,,Tirage horizontal poulie,3,8,65,8
2024-07-02,Pull B,pull,,Curl marteau,1,12,22,7
2024-07-02,Pull B,pull,,Curl marteau,2,10,22,8
2024-07-02,Pull B,pull,,Curl marteau,3,10,22,8.5
2024-07-04,Legs B,legs,,Squat bulgare,1,10,30,7.5
2024-07-04,Legs B,legs,,Squat bulgare,2,8,30,8
2024-07-04,Legs B,legs,,Squat bulgare,3,8,30,8.5
2024-07-04,Legs B,legs,,Soulevé de terre roumain,1,8,85,7
2024-07-04,Legs B,legs,,Soulevé de terre roumain,2,8,85,8
2024-07-04,Legs B,legs,,Soulevé de terre roumain,3,6,85,8.5
2024-07-04,Legs B,legs,,Leg extension,1,15,60,7
2024-07-04,Legs B,legs,,Leg extension,2,12,60,8
2024-07-04,Legs B,legs,,Leg extension,3,12,60,8
2024-07-04,Legs B,legs,,Fentes,1,12,24,7
2024-07-04,Legs B,legs,,Fentes,2,10,24,8
2024-07-04,Legs B,legs,,Fentes,3,10,24,8.5
2024-07-07,Push A,push,,Développé couché barre,1,8,95,7
2024-07-07,Push A,push,,Développé couché barre,2,8,95,8
2024-07-07,Push A,push,,Développé couché barre,3,6,95,8.5
2024-07-07,Push A,push,,Développé incliné haltères,1,10,28,7
2024-07-07,Push A,push,,Développé incliné haltères,2,10,28,8
2024-07-07,Push A,push,,Développé incliné haltères,3,8,28,8.5
2024-07-07,Push A,push,,Dips,1,10,25,7
2024-07-07,Push A,push,,Dips,2,8,25,8
2024-07-07,Push A,push,,Dips,3,8,25,8.5
2024-07-07,Push A,push,,Extension triceps poulie,1,12,37,6
2024-07-07,Push A,push,,Extension triceps poulie,2,12,37,7
2024-07-07,Push A,push,,Extension triceps poulie,3,10,37,8
2024-07-09,Pull A,pull,,Tractions pronation,1,8,15,7.5
2024-07-09,Pull A,pull,,Tractions pronation,2,7,15,8
2024-07-09,Pull A,pull,,Tractions pronation,3,6,15,8.5
2024-07-09,Pull A,pull,,Rowing barre,1,8,75,7
2024-07-09,Pull A,pull,,Rowing barre,2,8,75,8
2024-07-09,Pull A,pull,,Rowing barre,3,6,75,8.5
2024-07-09,Pull A,pull,,Tirage vertical,1,10,70,7
2024-07-09,Pull A,pull,,Tirage vertical,2,10,70,8
2024-07-09,Pull A,pull,,Tirage vertical,3,8,70,8
2024-07-09,Pull A,pull,,Curl barre,1,10,36,7
2024-07-09,Pull A,pull,,Curl barre,2,10,36,8
2024-07-09,Pull A,pull,,Curl barre,3,8,36,8.5
2024-07-11,Legs A,legs,,Squat barre,1,6,105,7.5
2024-07-11,Legs A,legs,,Squat barre,2,6,105,8
2024-07-11,Legs A,legs,,Squat barre,3,5,105,8.5
2024-07-11,Legs A,legs,,Presse à cuisses,1,10,150,7
2024-07-11,Legs A,legs,,Presse à cuisses,2,10,150,8
2024-07-11,Legs A,legs,,Presse à cuisses,3,8,150,8.5
2024-07-11,Legs A,legs,,Leg curl,1,12,55,7
2024-07-11,Legs A,legs,,Leg curl,2,10,55,8
2024-07-11,Legs A,legs,,Leg curl,3,10,55,8.5
2024-07-11,Legs A,legs,,Hip thrust,1,10,110,7
2024-07-11,Legs A,legs,,Hip thrust,2,10,110,8
2024-07-11,Legs A,legs,,Hip thrust,3,8,110,8
2024-07-14,Push B,push,,Développé militaire,1,8,70,7
2024-07-14,Push B,push,,Développé militaire,2,8,70,8
2024-07-14,Push B,push,,Développé militaire,3,6,70,8.5
2024-07-14,Push B,push,,Développé couché haltères,1,10,30,7
2024-07-14,Push B,push,,Développé couché haltères,2,10,30,8
2024-07-14,Push B,push,,Développé couché haltères,3,8,30,8.5
2024-07-14,Push B,push,,Arnold press,1,10,24,7
2024-07-14,Push B,push,,Arnold press,2,10,24,8
2024-07-14,Push B,push,,Arnold press,3,8,24,8
2024-07-14,Push B,push,,Écarté haltères,1,12,20,6
2024-07-14,Push B,push,,Écarté haltères,2,12,20,7
2024-07-14,Push B,push,,Écarté haltères,3,10,20,8
2024-07-16,Pull B,pull,,Soulevé de terre,1,5,140,7.5
2024-07-16,Pull B,pull,,Soulevé de terre,2,5,140,8
2024-07-16,Pull B,pull,,Soulevé de terre,3,4,140,8.5
2024-07-16,Pull B,pull,,Rowing haltère,1,10,38,7
2024-07-16,Pull B,pull,,Rowing haltère,2,10,38,8
2024-07-16,Pull B,pull,,Rowing haltère,3,8,38,8.5
2024-07-16,Pull B,pull,,Tirage horizontal poulie,1,10,65,7
2024-07-16,Pull B,pull,,Tirage horizontal poulie,2,10,65,8
2024-07-16,Pull B,pull,,Tirage horizontal poulie,3,8,65,8
2024-07-16,Pull B,pull,,Curl marteau,1,12,22,7
2024-07-16,Pull B,pull,,Curl marteau,2,10,22,8
2024-07-16,Pull B,pull,,Curl marteau,3,10,22,8.5
2024-07-18,Legs B,legs,,Squat bulgare,1,10,30,7.5
2024-07-18,Legs B,legs,,Squat bulgare,2,8,30,8
2024-07-18,Legs B,legs,,Squat bulgare,3,8,30,8.5
2024-07-18,Legs B,legs,,Soulevé de terre roumain,1,8,85,7
2024-07-18,Legs B,legs,,Soulevé de terre roumain,2,8,85,8
2024-07-18,Legs B,legs,,Soulevé de terre roumain,3,6,85,8.5
2024-07-18,Legs B,legs,,Leg extension,1,15,60,7
2024-07-18,Legs B,legs,,Leg extension,2,12,60,8
2024-07-18,Legs B,legs,,Leg extension,3,12,60,8
2024-07-18,Legs B,legs,,Fentes,1,12,24,7
2024-07-18,Legs B,legs,,Fentes,2,10,24,8
2024-07-18,Legs B,legs,,Fentes,3,10,24,8.5
2024-07-21,Push A,push,,Développé couché barre,1,8,97.5,7
2024-07-21,Push A,push,,Développé couché barre,2,8,97.5,8
2024-07-21,Push A,push,,Développé couché barre,3,6,97.5,8.5
2024-07-21,Push A,push,,Développé incliné haltères,1,10,29,7
2024-07-21,Push A,push,,Développé incliné haltères,2,10,29,8
2024-07-21,Push A,push,,Développé incliné haltères,3,8,29,8.5
2024-07-21,Push A,push,,Dips,1,10,27.5,7
2024-07-21,Push A,push,,Dips,2,8,27.5,8
2024-07-21,Push A,push,,Dips,3,8,27.5,8.5
2024-07-21,Push A,push,,Extension triceps poulie,1,12,39.5,6
2024-07-21,Push A,push,,Extension triceps poulie,2,12,39.5,7
2024-07-21,Push A,push,,Extension triceps poulie,3,10,39.5,8
2024-07-23,Pull A,pull,,Tractions pronation,1,8,17.5,7.5
2024-07-23,Pull A,pull,,Tractions pronation,2,7,17.5,8
2024-07-23,Pull A,pull,,Tractions pronation,3,6,17.5,8.5
2024-07-23,Pull A,pull,,Rowing barre,1,8,77.5,7
2024-07-23,Pull A,pull,,Rowing barre,2,8,77.5,8
2024-07-23,Pull A,pull,,Rowing barre,3,6,77.5,8.5
2024-07-23,Pull A,pull,,Tirage vertical,1,10,72.5,7
2024-07-23,Pull A,pull,,Tirage vertical,2,10,72.5,8
2024-07-23,Pull A,pull,,Tirage vertical,3,8,72.5,8
2024-07-23,Pull A,pull,,Curl barre,1,10,37,7
2024-07-23,Pull A,pull,,Curl barre,2,10,37,8
2024-07-23,Pull A,pull,,Curl barre,3,8,37,8.5
2024-07-25,Legs A,legs,,Squat barre,1,6,107.5,7.5
2024-07-25,Legs A,legs,,Squat barre,2,6,107.5,8
2024-07-25,Legs A,legs,,Squat barre,3,5,107.5,8.5
2024-07-25,Legs A,legs,,Presse à cuisses,1,10,155,7
2024-07-25,Legs A,legs,,Presse à cuisses,2,10,155,8
2024-07-25,Legs A,legs,,Presse à cuisses,3,8,155,8.5
2024-07-25,Legs A,legs,,Leg curl,1,12,57.5,7
2024-07-25,Legs A,legs,,Leg curl,2,10,57.5,8
2024-07-25,Legs A,legs,,Leg curl,3,10,57.5,8.5
2024-07-25,Legs A,legs,,Hip thrust,1,10,115,7
2024-07-25,Legs A,legs,,Hip thrust,2,10,115,8
2024-07-25,Legs A,legs,,Hip thrust,3,8,115,8
2024-07-28,Push B,push,,Développé militaire,1,8,72.5,7
2024-07-28,Push B,push,,Développé militaire,2,8,72.5,8
2024-07-28,Push B,push,,Développé militaire,3,6,72.5,8.5
2024-07-28,Push B,push,,Développé couché haltères,1,10,31,7
2024-07-28,Push B,push,,Développé couché haltères,2,10,31,8
2024-07-28,Push B,push,,Développé couché haltères,3,8,31,8.5
2024-07-28,Push B,push,,Arnold press,1,10,25,7
2024-07-28,Push B,push,,Arnold press,2,10,25,8
2024-07-28,Push B,push,,Arnold press,3,8,25,8
2024-07-28,Push B,push,,Écarté haltères,1,12,21,6
2024-07-28,Push B,push,,Écarté haltères,2,12,21,7
2024-07-28,Push B,push,,Écarté haltères,3,10,21,8
2024-07-30,Pull B,pull,,Soulevé de terre,1,5,145,7.5
2024-07-30,Pull B,pull,,Soulevé de terre,2,5,145,8
2024-07-30,Pull B,pull,,Soulevé de terre,3,4,145,8.5
2024-07-30,Pull B,pull,,Rowing haltère,1,10,40,7
2024-07-30,Pull B,pull,,Rowing haltère,2,10,40,8
2024-07-30,Pull B,pull,,Rowing haltère,3,8,40,8.5
2024-07-30,Pull B,pull,,Tirage horizontal poulie,1,10,67.5,7
2024-07-30,Pull B,pull,,Tirage horizontal poulie,2,10,67.5,8
2024-07-30,Pull B,pull,,Tirage horizontal poulie,3,8,67.5,8
2024-07-30,Pull B,pull,,Curl marteau,1,12,23,7
2024-07-30,Pull B,pull,,Curl marteau,2,10,23,8
2024-07-30,Pull B,pull,,Curl marteau,3,10,23,8.5
2024-08-01,Legs B,legs,,Squat bulgare,1,10,32,7.5
2024-08-01,Legs B,legs,,Squat bulgare,2,8,32,8
2024-08-01,Legs B,legs,,Squat bulgare,3,8,32,8.5
2024-08-01,Legs B,legs,,Soulevé de terre roumain,1,8,87.5,7
2024-08-01,Legs B,legs,,Soulevé de terre roumain,2,8,87.5,8
2024-08-01,Legs B,legs,,Soulevé de terre roumain,3,6,87.5,8.5
2024-08-01,Legs B,legs,,Leg extension,1,15,62.5,7
2024-08-01,Legs B,legs,,Leg extension,2,12,62.5,8
2024-08-01,Legs B,legs,,Leg extension,3,12,62.5,8
2024-08-01,Legs B,legs,,Fentes,1,12,25,7
2024-08-01,Legs B,legs,,Fentes,2,10,25,8
2024-08-01,Legs B,legs,,Fentes,3,10,25,8.5
2024-08-04,Push A,push,,Développé couché barre,1,8,97.5,7
2024-08-04,Push A,push,,Développé couché barre,2,8,97.5,8
2024-08-04,Push A,push,,Développé couché barre,3,6,97.5,8.5
2024-08-04,Push A,push,,Développé incliné haltères,1,10,29,7
2024-08-04,Push A,push,,Développé incliné haltères,2,10,29,8
2024-08-04,Push A,push,,Développé incliné haltères,3,8,29,8.5
2024-08-04,Push A,push,,Dips,1,10,27.5,7
2024-08-04,Push A,push,,Dips,2,8,27.5,8
2024-08-04,Push A,push,,Dips,3,8,27.5,8.5
2024-08-04,Push A,push,,Extension triceps poulie,1,12,39.5,6
2024-08-04,Push A,push,,Extension triceps poulie,2,12,39.5,7
2024-08-04,Push A,push,,Extension triceps poulie,3,10,39.5,8
2024-08-06,Pull A,pull,,Tractions pronation,1,8,17.5,7.5
2024-08-06,Pull A,pull,,Tractions pronation,2,7,17.5,8
2024-08-06,Pull A,pull,,Tractions pronation,3,6,17.5,8.5
2024-08-06,Pull A,pull,,Rowing barre,1,8,77.5,7
2024-08-06,Pull A,pull,,Rowing barre,2,8,77.5,8
2024-08-06,Pull A,pull,,Rowing barre,3,6,77.5,8.5
2024-08-06,Pull A,pull,,Tirage vertical,1,10,72.5,7
2024-08-06,Pull A,pull,,Tirage vertical,2,10,72.5,8
2024-08-06,Pull A,pull,,Tirage vertical,3,8,72.5,8
2024-08-06,Pull A,pull,,Curl barre,1,10,37,7
2024-08-06,Pull A,pull,,Curl barre,2,10,37,8
2024-08-06,Pull A,pull,,Curl barre,3,8,37,8.5
2024-08-08,Legs A,legs,,Squat barre,1,6,107.5,7.5
2024-08-08,Legs A,legs,,Squat barre,2,6,107.5,8
2024-08-08,Legs A,legs,,Squat barre,3,5,107.5,8.5
2024-08-08,Legs A,legs,,Presse à cuisses,1,10,155,7
2024-08-08,Legs A,legs,,Presse à cuisses,2,10,155,8
2024-08-08,Legs A,legs,,Presse à cuisses,3,8,155,8.5
2024-08-08,Legs A,legs,,Leg curl,1,12,57.5,7
2024-08-08,Legs A,legs,,Leg curl,2,10,57.5,8
2024-08-08,Legs A,legs,,Leg curl,3,10,57.5,8.5
2024-08-08,Legs A,legs,,Hip thrust,1,10,115,7
2024-08-08,Legs A,legs,,Hip thrust,2,10,115,8
2024-08-08,Legs A,legs,,Hip thrust,3,8,115,8
2024-08-11,Push B,push,,Développé militaire,1,8,72.5,7
2024-08-11,Push B,push,,Développé militaire,2,8,72.5,8
2024-08-11,Push B,push,,Développé militaire,3,6,72.5,8.5
2024-08-11,Push B,push,,Développé couché haltères,1,10,31,7
2024-08-11,Push B,push,,Développé couché haltères,2,10,31,8
2024-08-11,Push B,push,,Développé couché haltères,3,8,31,8.5
2024-08-11,Push B,push,,Arnold press,1,10,25,7
2024-08-11,Push B,push,,Arnold press,2,10,25,8
2024-08-11,Push B,push,,Arnold press,3,8,25,8
2024-08-11,Push B,push,,Écarté haltères,1,12,21,6
2024-08-11,Push B,push,,Écarté haltères,2,12,21,7
2024-08-11,Push B,push,,Écarté haltères,3,10,21,8
2024-08-13,Pull B,pull,,Soulevé de terre,1,5,145,7.5
2024-08-13,Pull B,pull,,Soulevé de terre,2,5,145,8
2024-08-13,Pull B,pull,,Soulevé de terre,3,4,145,8.5
2024-08-13,Pull B,pull,,Rowing haltère,1,10,40,7
2024-08-13,Pull B,pull,,Rowing haltère,2,10,40,8
2024-08-13,Pull B,pull,,Rowing haltère,3,8,40,8.5
2024-08-13,Pull B,pull,,Tirage horizontal poulie,1,10,67.5,7
2024-08-13,Pull B,pull,,Tirage horizontal poulie,2,10,67.5,8
2024-08-13,Pull B,pull,,Tirage horizontal poulie,3,8,67.5,8
2024-08-13,Pull B,pull,,Curl marteau,1,12,23,7
2024-08-13,Pull B,pull,,Curl marteau,2,10,23,8
2024-08-13,Pull B,pull,,Curl marteau,3,10,23,8.5
2024-08-15,Legs B,legs,,Squat bulgare,1,10,32,7.5
2024-08-15,Legs B,legs,,Squat bulgare,2,8,32,8
2024-08-15,Legs B,legs,,Squat bulgare,3,8,32,8.5
2024-08-15,Legs B,legs,,Soulevé de terre roumain,1,8,87.5,7
2024-08-15,Legs B,legs,,Soulevé de terre roumain,2,8,87.5,8
2024-08-15,Legs B,legs,,Soulevé de terre roumain,3,6,87.5,8.5
2024-08-15,Legs B,legs,,Leg extension,1,15,62.5,7
2024-08-15,Legs B,legs,,Leg extension,2,12,62.5,8
2024-08-15,Legs B,legs,,Leg extension,3,12,62.5,8
2024-08-15,Legs B,legs,,Fentes,1,12,25,7
2024-08-15,Legs B,legs,,Fentes,2,10,25,8
2024-08-15,Legs B,legs,,Fentes,3,10,25,8.5
2024-08-18,Push A,push,,Développé couché barre,1,8,100,7
2024-08-18,Push A,push,,Développé couché barre,2,8,100,8
2024-08-18,Push A,push,,Développé couché barre,3,6,100,8.5
2024-08-18,Push A,push,,Développé incliné haltères,1,10,30,7
2024-08-18,Push A,push,,Développé incliné haltères,2,10,30,8
2024-08-18,Push A,push,,Développé incliné haltères,3,8,30,8.5
2024-08-18,Push A,push,,Dips,1,10,30,7
2024-08-18,Push A,push,,Dips,2,8,30,8
2024-08-18,Push A,push,,Dips,3,8,30,8.5
2024-08-18,Push A,push,,Extension triceps poulie,1,12,42,6
2024-08-18,Push A,push,,Extension triceps poulie,2,12,42,7
2024-08-18,Push A,push,,Extension triceps poulie,3,10,42,8
2024-08-20,Pull A,pull,,Tractions pronation,1,8,20,7.5
2024-08-20,Pull A,pull,,Tractions pronation,2,7,20,8
2024-08-20,Pull A,pull,,Tractions pronation,3,6,20,8.5
2024-08-20,Pull A,pull,,Rowing barre,1,8,80,7
2024-08-20,Pull A,pull,,Rowing barre,2,8,80,8
2024-08-20,Pull A,pull,,Rowing barre,3,6,80,8.5
2024-08-20,Pull A,pull,,Tirage vertical,1,10,75,7
2024-08-20,Pull A,pull,,Tirage vertical,2,10,75,8
2024-08-20,Pull A,pull,,Tirage vertical,3,8,75,8
2024-08-20,Pull A,pull,,Curl barre,1,10,38,7
2024-08-20,Pull A,pull,,Curl barre,2,10,38,8
2024-08-20,Pull A,pull,,Curl barre,3,8,38,8.5
2024-08-22,Legs A,legs,,Squat barre,1,6,110,7.5
2024-08-22,Legs A,legs,,Squat barre,2,6,110,8
2024-08-22,Legs A,legs,,Squat barre,3,5,110,8.5
2024-08-22,Legs A,legs,,Presse à cuisses,1,10,160,7
2024-08-22,Legs A,legs,,Presse à cuisses,2,10,160,8
2024-08-22,Legs A,legs,,Presse à cuisses,3,8,160,8.5
2024-08-22,Legs A,legs,,Leg curl,1,12,60,7
2024-08-22,Legs A,legs,,Leg curl,2,10,60,8
2024-08-22,Legs A,legs,,Leg curl,3,10,60,8.5
2024-08-22,Legs A,legs,,Hip thrust,1,10,120,7
2024-08-22,Legs A,legs,,Hip thrust,2,10,120,8
2024-08-22,Legs A,legs,,Hip thrust,3,8,120,8
2024-08-25,Push B,push,,Développé militaire,1,8,75,7
2024-08-25,Push B,push,,Développé militaire,2,8,75,8
2024-08-25,Push B,push,,Développé militaire,3,6,75,8.5
2024-08-25,Push B,push,,Développé couché haltères,1,10,32,7
2024-08-25,Push B,push,,Développé couché haltères,2,10,32,8
2024-08-25,Push B,push,,Développé couché haltères,3,8,32,8.5
2024-08-25,Push B,push,,Arnold press,1,10,26,7
2024-08-25,Push B,push,,Arnold press,2,10,26,8
2024-08-25,Push B,push,,Arnold press,3,8,26,8
2024-08-25,Push B,push,,Écarté haltères,1,12,22,6
2024-08-25,Push B,push,,Écarté haltères,2,12,22,7
2024-08-25,Push B,push,,Écarté haltères,3,10,22,8
2024-08-27,Pull B,pull,,Soulevé de terre,1,5,150,7.5
2024-08-27,Pull B,pull,,Soulevé de terre,2,5,150,8
2024-08-27,Pull B,pull,,Soulevé de terre,3,4,150,8.5
2024-08-27,Pull B,pull,,Rowing haltère,1,10,42,7
2024-08-27,Pull B,pull,,Rowing haltère,2,10,42,8
2024-08-27,Pull B,pull,,Rowing haltère,3,8,42,8.5
2024-08-27,Pull B,pull,,Tirage horizontal poulie,1,10,70,7
2024-08-27,Pull B,pull,,Tirage horizontal poulie,2,10,70,8
2024-08-27,Pull B,pull,,Tirage horizontal poulie,3,8,70,8
2024-08-27,Pull B,pull,,Curl marteau,1,12,24,7
2024-08-27,Pull B,pull,,Curl marteau,2,10,24,8
2024-08-27,Pull B,pull,,Curl marteau,3,10,24,8.5
2024-08-29,Legs B,legs,,Squat bulgare,1,10,34,7.5
2024-08-29,Legs B,legs,,Squat bulgare,2,8,34,8
2024-08-29,Legs B,legs,,Squat bulgare,3,8,34,8.5
2024-08-29,Legs B,legs,,Soulevé de terre roumain,1,8,90,7
2024-08-29,Legs B,legs,,Soulevé de terre roumain,2,8,90,8
2024-08-29,Legs B,legs,,Soulevé de terre roumain,3,6,90,8.5
2024-08-29,Legs B,legs,,Leg extension,1,15,65,7
2024-08-29,Legs B,legs,,Leg extension,2,12,65,8
2024-08-29,Legs B,legs,,Leg extension,3,12,65,8
2024-08-29,Legs B,legs,,Fentes,1,12,26,7
2024-08-29,Legs B,legs,,Fentes,2,10,26,8
2024-08-29,Legs B,legs,,Fentes,3,10,26,8.5
2024-09-01,Push A,push,,Développé couché barre,1,8,100,7
2024-09-01,Push A,push,,Développé couché barre,2,8,100,8
2024-09-01,Push A,push,,Développé couché barre,3,6,100,8.5
2024-09-01,Push A,push,,Développé incliné haltères,1,10,30,7
2024-09-01,Push A,push,,Développé incliné haltères,2,10,30,8
2024-09-01,Push A,push,,Développé incliné haltères,3,8,30,8.5
2024-09-01,Push A,push,,Dips,1,10,30,7
2024-09-01,Push A,push,,Dips,2,8,30,8
2024-09-01,Push A,push,,Dips,3,8,30,8.5
2024-09-01,Push A,push,,Extension triceps poulie,1,12,42,6
2024-09-01,Push A,push,,Extension triceps poulie,2,12,42,7
2024-09-01,Push A,push,,Extension triceps poulie,3,10,42,8
2024-09-03,Pull A,pull,,Tractions pronation,1,8,20,7.5
2024-09-03,Pull A,pull,,Tractions pronation,2,7,20,8
2024-09-03,Pull A,pull,,Tractions pronation,3,6,20,8.5
2024-09-03,Pull A,pull,,Rowing barre,1,8,80,7
2024-09-03,Pull A,pull,,Rowing barre,2,8,80,8
2024-09-03,Pull A,pull,,Rowing barre,3,6,80,8.5
2024-09-03,Pull A,pull,,Tirage vertical,1,10,75,7
2024-09-03,Pull A,pull,,Tirage vertical,2,10,75,8
2024-09-03,Pull A,pull,,Tirage vertical,3,8,75,8
2024-09-03,Pull A,pull,,Curl barre,1,10,38,7
2024-09-03,Pull A,pull,,Curl barre,2,10,38,8
2024-09-03,Pull A,pull,,Curl barre,3,8,38,8.5
2024-09-05,Legs A,legs,,Squat barre,1,6,110,7.5
2024-09-05,Legs A,legs,,Squat barre,2,6,110,8
2024-09-05,Legs A,legs,,Squat barre,3,5,110,8.5
2024-09-05,Legs A,legs,,Presse à cuisses,1,10,160,7
2024-09-05,Legs A,legs,,Presse à cuisses,2,10,160,8
2024-09-05,Legs A,legs,,Presse à cuisses,3,8,160,8.5
2024-09-05,Legs A,legs,,Leg curl,1,12,60,7
2024-09-05,Legs A,legs,,Leg curl,2,10,60,8
2024-09-05,Legs A,legs,,Leg curl,3,10,60,8.5
2024-09-05,Legs A,legs,,Hip thrust,1,10,120,7
2024-09-05,Legs A,legs,,Hip thrust,2,10,120,8
2024-09-05,Legs A,legs,,Hip thrust,3,8,120,8
2024-09-08,Push B,push,,Développé militaire,1,8,75,7
2024-09-08,Push B,push,,Développé militaire,2,8,75,8
2024-09-08,Push B,push,,Développé militaire,3,6,75,8.5
2024-09-08,Push B,push,,Développé couché haltères,1,10,32,7
2024-09-08,Push B,push,,Développé couché haltères,2,10,32,8
2024-09-08,Push B,push,,Développé couché haltères,3,8,32,8.5
2024-09-08,Push B,push,,Arnold press,1,10,26,7
2024-09-08,Push B,push,,Arnold press,2,10,26,8
2024-09-08,Push B,push,,Arnold press,3,8,26,8
2024-09-08,Push B,push,,Écarté haltères,1,12,22,6
2024-09-08,Push B,push,,Écarté haltères,2,12,22,7
2024-09-08,Push B,push,,Écarté haltères,3,10,22,8
2024-09-10,Pull B,pull,,Soulevé de terre,1,5,150,7.5
2024-09-10,Pull B,pull,,Soulevé de terre,2,5,150,8
2024-09-10,Pull B,pull,,Soulevé de terre,3,4,150,8.5
2024-09-10,Pull B,pull,,Rowing haltère,1,10,42,7
2024-09-10,Pull B,pull,,Rowing haltère,2,10,42,8
2024-09-10,Pull B,pull,,Rowing haltère,3,8,42,8.5
2024-09-10,Pull B,pull,,Tirage horizontal poulie,1,10,70,7
2024-09-10,Pull B,pull,,Tirage horizontal poulie,2,10,70,8
2024-09-10,Pull B,pull,,Tirage horizontal poulie,3,8,70,8
2024-09-10,Pull B,pull,,Curl marteau,1,12,24,7
2024-09-10,Pull B,pull,,Curl marteau,2,10,24,8
2024-09-10,Pull B,pull,,Curl marteau,3,10,24,8.5
2024-09-12,Legs B,legs,,Squat bulgare,1,10,34,7.5
2024-09-12,Legs B,legs,,Squat bulgare,2,8,34,8
2024-09-12,Legs B,legs,,Squat bulgare,3,8,34,8.5
2024-09-12,Legs B,legs,,Soulevé de terre roumain,1,8,90,7
2024-09-12,Legs B,legs,,Soulevé de terre roumain,2,8,90,8
2024-09-12,Legs B,legs,,Soulevé de terre roumain,3,6,90,8.5
2024-09-12,Legs B,legs,,Leg extension,1,15,65,7
2024-09-12,Legs B,legs,,Leg extension,2,12,65,8
2024-09-12,Legs B,legs,,Leg extension,3,12,65,8
2024-09-12,Legs B,legs,,Fentes,1,12,26,7
2024-09-12,Legs B,legs,,Fentes,2,10,26,8
2024-09-12,Legs B,legs,,Fentes,3,10,26,8.5
2024-09-15,Push A,push,,Développé couché barre,1,8,102.5,7
2024-09-15,Push A,push,,Développé couché barre,2,8,102.5,8
2024-09-15,Push A,push,,Développé couché barre,3,6,102.5,8.5
2024-09-15,Push A,push,,Développé incliné haltères,1,10,31,7
2024-09-15,Push A,push,,Développé incliné haltères,2,10,31,8
2024-09-15,Push A,push,,Développé incliné haltères,3,8,31,8.5
2024-09-15,Push A,push,,Dips,1,10,32.5,7
